0.000000E+0	3.131891E-4
3.906250E-5	6.406647E-4
7.812500E-5	4.072772E-4
1.171875E-4	3.889484E-4
1.562500E-4	1.958844E-4
1.953125E-4	1.066839E-4
2.343750E-4	6.247797E-4
2.734375E-4	4.622638E-4
3.125000E-4	5.930097E-4
3.515625E-4	5.477985E-4
3.906250E-4	5.502423E-4
4.296875E-4	6.651032E-4
4.687500E-4	5.050311E-4
5.078125E-4	4.402692E-4
5.468750E-4	5.734589E-4
5.859375E-4	6.589936E-4
6.250000E-4	7.029828E-4
6.640625E-4	6.369989E-4
7.031250E-4	7.103144E-4
7.421875E-4	6.076728E-4
7.812500E-4	5.368012E-4
8.203125E-4	6.162262E-4
8.593750E-4	7.384186E-4
8.984375E-4	6.822101E-4
9.375000E-4	7.555256E-4
9.765625E-4	8.508356E-4
1.015625E-3	6.211139E-4
1.054687E-3	8.972687E-4
1.093750E-3	7.714106E-4
1.132812E-3	8.997126E-4
1.171875E-3	8.862714E-4
1.210937E-3	9.009345E-4
1.250000E-3	9.314826E-4
1.289062E-3	8.166218E-4
1.328125E-3	9.155976E-4
1.367187E-3	7.836298E-4
1.406250E-3	7.457502E-4
1.445312E-3	8.752741E-4
1.484375E-3	7.995148E-4
1.523437E-3	8.019587E-4
1.562500E-3	8.325068E-4
1.601562E-3	7.848517E-4
1.640625E-3	6.528839E-4
1.679687E-3	7.653010E-4
1.718750E-3	8.654987E-4
1.757812E-3	6.663251E-4
1.796875E-3	4.940338E-4
1.835937E-3	6.284455E-4
1.875000E-3	6.321112E-4
1.914062E-3	5.856781E-4
1.953125E-3	3.657318E-4
1.992187E-3	5.294696E-4
2.031250E-3	6.357770E-4
2.070312E-3	6.663251E-4
2.109375E-3	5.600177E-4
2.148437E-3	6.198920E-4
2.187500E-3	4.989215E-4
2.226562E-3	6.113385E-4
2.265625E-3	4.830365E-4
2.304687E-3	6.761005E-4
2.343750E-3	4.048334E-4
2.382812E-3	4.879242E-4
2.421875E-3	3.828387E-4
2.460937E-3	7.176459E-4
2.500000E-3	4.818146E-4
2.539062E-3	6.858759E-4
2.578125E-3	4.463788E-4
2.617187E-3	7.653010E-4
2.656250E-3	2.643121E-4
2.695312E-3	1.015795E-3
2.734375E-3	-1.389228E-4
2.773437E-3	2.166848E-3
2.812500E-3	4.879242E-4
2.851562E-3	8.593891E-4
2.890625E-3	3.346004E-3
2.929687E-3	1.246739E-3
2.968750E-3	1.989669E-3
3.007812E-3	1.570549E-3
3.046875E-3	-2.146544E-3
3.085937E-3	1.607207E-3
3.125000E-3	3.459643E-3
3.164062E-3	-4.382942E-4
3.203125E-3	4.609474E-3
3.242187E-3	3.017307E-3
3.281250E-3	1.325703E-2
3.320312E-3	-6.912325E-4
3.359375E-3	9.327045E-4
3.398437E-3	2.413676E-3
3.437500E-3	2.203506E-3
3.476562E-3	1.553442E-3
3.515625E-3	1.698851E-3
3.554687E-3	3.400714E-4
3.593750E-3	1.006020E-3
3.632812E-3	5.050311E-4
3.671875E-3	7.604133E-4
3.710937E-3	7.115363E-4
3.750000E-3	6.479963E-4
3.789062E-3	5.917877E-4
3.828125E-3	8.129560E-4
3.867187E-3	5.771247E-4
3.906250E-3	7.567475E-4
3.945312E-3	6.736567E-4
3.984375E-3	7.274213E-4
4.023437E-3	6.614374E-4
4.062500E-3	6.345551E-4
4.101562E-3	5.649054E-4
4.140625E-3	4.940338E-4
4.179687E-3	5.062531E-4
4.218750E-3	4.549323E-4
